y_true,logistic_sklearn,random_forest,gradient_boosting
0,0.1668416408080436,0.10150442153640603,0.0638244396721214
1,0.3636940569404955,0.3565319442523701,0.38274590278167975
0,0.3319878258217729,0.09998881469272662,0.08199021958635805
0,0.48252691588042806,0.5263312425074271,0.5661662833175948
0,0.31666757087698727,0.10003539000026529,0.0989707056601202
0,0.2872105450752391,0.10418541142073207,0.0977219518400683
0,0.1482970766962833,0.1210743842520288,0.11730217245244384
1,0.46509645661317284,0.15710808669707785,0.18139583917353602
1,0.41347844160736896,0.53589967306952,0.5299875745472118
0,0.363694056874851,0.11393256996110109,0.14026049621683595
0,0.08491955859454206,0.20908500086262194,0.2937922010094124
1,0.48252691561893135,0.2646363869992371,0.2708496741381987
0,0.3319878258471254,0.10442850694872005,0.09651254435336087
1,0.380024162784769,0.7164752801102074,0.7670387350295113
0,0.41347844158814456,0.535069928483814,0.5003500746613387
0,0.46509645689175944,0.5046495350616752,0.5609780073781537
0,0.46509645679872136,0.3347508934809642,0.3774976795651824
0,0.46509645658127186,0.16065799652329552,0.18224434706338222
1,0.48252691556225896,0.1519174903598512,0.21323528058660685
0,0.12370721316735288,0.12025885237626577,0.10831066331303273
0,0.31666757099396214,0.3708897505060948,0.3823120088262527
1,0.246246382330738,0.308848447932961,0.3317213810168824
0,0.46509645687283213,0.42129022800682214,0.46709809993357687
0,0.24624638243783348,0.10207703624044819,0.08083660651637742
0,0.09643612641267568,0.1187325654789096,0.13413782130035795
0,0.057495587501361724,0.10846317404466291,0.08232462502622637
0,0.1871955122315644,0.10137886064041852,0.08930607402394083
1,0.4134784416287105,0.7603310850733965,0.7842433944076261
0,0.19806755723767458,0.09983383923763875,0.07384404181079897
0,0.38002416245999093,0.11126175265998903,0.10461719356189647
0,0.4134784412587827,0.1301853644343227,0.11839714814041866
0,0.41347844125873323,0.1301853644343227,0.12036325585033573
0,0.44775083370933205,0.6120597170569397,0.6912493063975289
0,0.39663045267419383,0.5638798841957284,0.6324716922048247
0,0.22121936827960986,0.09884409897678216,0.08967643585152145
0,0.4134784412259966,0.14621453803677967,0.16258432907902706
0,0.18719551223156036,0.1012612598005698,0.08284918891273194
1,0.13148845044842614,0.5632475793022441,0.5526375251557867
0,0.4134784413127801,0.13457337283784573,0.1507229591084751
0,0.25945326608642494,0.11022324863263977,0.09746794727100029
0,0.19806755735738785,0.4115902243089195,0.4058973583776795
0,0.06555944191105534,0.10069566216064493,0.06708529748339423
1,0.12370721327205463,0.5061273298366745,0.21492294568015255
0,0.39663045244959044,0.13542570132300563,0.1308286343303329
1,0.4650964569473534,0.5700219959843907,0.5636035022839961
0,0.029425100889229467,0.10237372757329416,0.08186356312076713
1,0.4477508337704622,0.4683238622877783,0.5135754757394478
1,0.413478441339083,0.24352110164203433,0.21670962915086475
0,0.46509645655381854,0.15863435534619055,0.22438849570038147
0,0.1237072131189662,0.11787872814291277,0.08908107903799609
0,0.34767216034282805,0.2146031614968974,0.2333784596601108
0,0.34767216028372017,0.12593877245196244,0.14048652656825972
0,0.4134784412588467,0.13055948581277743,0.11839714814041866
0,0.07466467092469402,0.3409522034116846,0.35115685149648734
0,0.2212193682794986,0.10322407608741906,0.0875882240197602
0,0.10270304386570504,0.1170891461080437,0.09057481644273739
0,0.02942510087945541,0.11204945185132481,0.0801180344286676
0,0.4134784413127962,0.13507243946513134,0.16170552616366932
0,0.27311182184720006,0.331600044956647,0.3700084973000025
0,0.07466467087462429,0.21450775356481125,0.31075081305911134
0,0.3966304525592902,0.139743981128171,0.13207466669029266
0,0.4134784412700299,0.1351206252488647,0.13832065245035832
0,0.047128828677457664,0.09580094524009625,0.055936450928394624
1,0.1871955121760443,0.12003187959858673,0.12408791096125618
0,0.24624638234839943,0.20782628297546782,0.1781799110770167
0,0.02942510089239671,0.10005231587991884,0.06164506076414013
0,0.18719551215665262,0.12373147443243392,0.17035762931733278
0,0.19806755722199523,0.10377588531312858,0.10326266883025452
0,0.28721054500432724,0.12590752641313577,0.13390141783010437
0,0.44775083391645565,0.6945106908024437,0.7517577272749894
0,0.4477508336650537,0.14634860149628273,0.1870275523725458
0,0.33198782584667885,0.10432364733915639,0.09386523102619662
0,0.3966304526779932,0.24513679408134398,0.2033707932802524
1,0.3636940571016457,0.41534193302047795,0.3577634514848864
1,0.19806755722954272,0.20047193966325108,0.20397923377918978
0,0.30173496194639926,0.10016997899274828,0.09714377631351369
0,0.23349979475313126,0.10171151514045447,0.09433348628381931
0,0.3017349618542859,0.1276455333443095,0.16548467198691658
1,0.4134784416398274,0.7208619532381688,0.7764675218610173
1,0.24624638242210792,0.3845650712665078,0.3489129841513154
1,0.07466467087462429,0.21450775356481125,0.31075081305911134
0,0.41347844128555744,0.13241158940117123,0.1310780649296904
0,0.16684164079229472,0.09577805165056541,0.06418956391659385
1,0.33198782587382397,0.23304183624468688,0.19515754707287236
1,0.3636940572941591,0.7553317664331846,0.7964808735857039
1,0.447750833959846,0.7489658228876288,0.7773431570409454
1,0.4825269155072634,0.1671119228732876,0.29421195947715056
0,0.19806755723963262,0.09665701887135368,0.07252577329139516
0,0.44775083396660953,0.5656216580735203,0.5696319567034758
0,0.17678867958048136,0.09634602129894608,0.07545685517944538
0,0.4477508334920399,0.16050041447400357,0.20489596494338252
1,0.48252691576749884,0.47220505430937615,0.5273161378747678
0,0.23349979473298854,0.10035607557983038,0.07463343073135387
1,0.3166675710868641,0.6741026939637884,0.6906644028742436
0,0.03148905727248434,0.10558690755954847,0.06994243318128598
0,0.4305314356524223,0.15807643469340085,0.16819876883382176
1,0.36369405707266894,0.6383755470761655,0.6294712179032161
0,0.1668416407051778,0.12105566462638338,0.10715372754954566
1,0.28721054526869494,0.667330659788394,0.6419634948013648
1,0.4650964565248087,0.15753142791167574,0.23347789292809795
1,0.2594532663129438,0.43132372467531754,0.44852011932721586
0,0.4134784412685192,0.13152165589707718,0.1173919518276212
0,0.38002416243338905,0.10817649289174708,0.09432825137499007
0,0.3636940567399186,0.2358776965914485,0.18514543683564613
0,0.41347844134064704,0.25095021011057156,0.20793455904131036
0,0.287210545005533,0.12413759785856116,0.11545545350813552
0,0.1237072131736693,0.2057870215948626,0.16757324014573607
0,0.3319878258226911,0.1001922542132942,0.08608797734932377
1,0.3319878258714231,0.10481909226457911,0.11025350627556363
0,0.1980675572219665,0.09837139942955887,0.08715612650237743
0,0.4134784412424917,0.13310408112736666,0.11974017691993577
0,0.10270304390230632,0.12025885237626577,0.09966300277012409
0,0.2731118217135812,0.10391529758955217,0.09366804339676449
0,0.44775083366332813,0.23014527949957383,0.19562570974014556
0,0.41347844128576794,0.13174129816430435,0.13735130932815648
1,0.11632478041179355,0.0992817086095318,0.0616631167812539
0,0.22121936827960004,0.09692846914272799,0.08338486580853495
0,0.12370721317011173,0.11878611597108456,0.09920170362192061
0,0.057495587523478206,0.10002704756182557,0.06114462726675672
0,0.4134784411693127,0.14496441217745462,0.17847491993854445
0,0.17678867968739592,0.6176205349886242,0.6991376713479933
0,0.34767216040636645,0.11022975840111411,0.13378466428461153
0,0.259453266165659,0.10080496035240369,0.07668350987087802
0,0.16684164073165367,0.12170406014999557,0.11823655357948655
0,0.4650964567855081,0.38352087936867585,0.41233784553204994
0,0.24624638244097577,0.32177281461296375,0.29000544649138876
1,0.27311182167430376,0.10418541142073207,0.1075769230818966
1,0.3800241626064514,0.45884514022375406,0.47989993629730565
0,0.07964147126031393,0.11912332406873084,0.09688988910556735
0,0.13968111322104773,0.10667037822047071,0.07271843590706499
0,0.259453266166358,0.103653358397136,0.08780830948968375
0,0.33198782587179576,0.10495155964977987,0.11185322703200021
0,0.28721054531510953,0.6759961640785481,0.6384691814150991
0,0.3166675708117065,0.11924532265156484,0.13499892684183154
0,0.11632478039948359,0.10462753625847346,0.06784228050038826
0,0.2594532662514786,0.5358044690257718,0.449797488702075
0,0.46509645686422474,0.49535312110254354,0.5213329665925489
0,0.3636940568233561,0.10643170687219562,0.10003843899205461
0,0.36369405665335186,0.12401086579930883,0.11411350636544555
0,0.4650964567536554,0.3097630882152677,0.30692746438327523
0,0.41347844118124183,0.14568683249894068,0.15083778013306
0,0.2334997946579319,0.11127550954824919,0.0974448978694573
0,0.07964147131864555,0.25107020139385416,0.2358429210260444
0,0.17678867959530647,0.09983383923763875,0.07236542493588867
0,0.4477508336375835,0.14500140423889096,0.1570950149190585
1,0.4650964568919509,0.5000676831484148,0.5408239074777422
0,0.07466467092269945,0.09497733370100765,0.0617353991771654
0,0.4650964566436285,0.1469885684424827,0.16841185646986748
0,0.13968111316519824,0.11994516959561764,0.10893769058507345
0,0.24624638239647173,0.09638488468119931,0.06934785854435914
0,0.2872105449465376,0.12271983135791975,0.12327379975004732
0,0.18719551218027655,0.10926569278501809,0.10258783758380859
0,0.4134784412859119,0.1327690701303191,0.1439132079131772
0,0.09643612646425746,0.10476095325427821,0.10964270637792667
1,0.1871955122317101,0.10579154820953314,0.11312465255562432
0,0.33198782611770467,0.5088043262162554,0.5289737074520712
1,0.12370721326991256,0.5852711864257321,0.6061823008658646
1,0.4477508342848803,0.7202774909505034,0.7515348637279928
0,0.48252691545445986,0.1685347003152989,0.3221004422867986
0,0.07964147126006829,0.11979626241891017,0.1022090173486236
0,0.3966304526777818,0.13284110545825997,0.15607453453761333
1,0.22121936818254015,0.12259478208844596,0.13258263636590406
0,0.041231922036599526,0.21277484207890054,0.3570035954794155
0,0.44775083391181447,0.522475397569631,0.5062170589831274
0,0.3636940568231372,0.10101637050963481,0.09058408894943762
0,0.09051304040519416,0.1201384244788157,0.09267357254652647
0,0.4477508336218808,0.14833835887524766,0.17414525542288248
1,0.380024162767301,0.7485530317019506,0.7605440147762519
0,0.4305314360388542,0.5565706604470291,0.5218922689998917
0,0.31666757086423963,0.23140311708011913,0.24850655480911896
0,0.27311182171458104,0.10444339537159135,0.12079646041176016
0,0.14829707679420484,0.21671746709460998,0.1457819859234485
1,0.2594532662513846,0.6325271759611563,0.6410864225621624
0,0.2872105450917087,0.11511078260446576,0.12388939354114674
1,0.4134784416081732,0.5695534177466532,0.539424969601975
0,0.08491955864390188,0.19717643813419639,0.18766996743306913
1,0.44775083371599506,0.3730981109777458,0.34362459349657865
0,0.23349979472107307,0.09768391192513039,0.07514361594225864
0,0.24624638232353013,0.16536114247048586,0.17640332025527597
1,0.25945326600916985,0.18999106329936824,0.21355954252526987
0,0.04712882868779465,0.5625464003232757,0.7874191623671856
1,0.4134784413127115,0.13397166141099384,0.1507229591084751
0,0.11632478040070085,0.09572428312039669,0.06058902986523245
0,0.41347844132377004,0.6076049355285631,0.6584741370195284
0,0.46509645719764664,0.6980650202028904,0.3273790023026853
0,0.3017349618521965,0.1287323932625177,0.160544677292296
0,0.4134784413367252,0.346527962562604,0.28965131426951224
0,0.10270304393149254,0.10235121302882885,0.06732223704302238
0,0.4650964564333149,0.15083162135076045,0.12990157541916045
0,0.27311182159418107,0.11574919150768051,0.1145821919038955
1,0.3800241628132294,0.7625079460794743,0.80341275540625
0,0.4134784412856488,0.13241158940117123,0.13835593058219126
0,0.4134784411727035,0.3229022639888335,0.31421618247820216
0,0.31666757087723807,0.10831562038045824,0.1159857808272785
0,0.3636940567076485,0.12577192225290612,0.14698089747360688
0,0.19806755708713294,0.12006492590850004,0.10191282248493637
0,0.10270304392244532,0.12213094789169388,0.12177273552597433
0,0.17678867948967372,0.12167527334120529,0.13199353081841061
0,0.16684164079249386,0.09577805165056541,0.06320742175230486
0,0.24624638236058324,0.11160106625056003,0.10957602609694592
0,0.22121936822358648,0.12373147443243392,0.12745748879266092
1,0.46509645664366417,0.1469885684424827,0.16841185646986748
0,0.18719551209022672,0.19572648979318114,0.23936259590972345
0,0.2334997946944344,0.11337027666173526,0.09907994880399967
0,0.16684164079265015,0.10057968569925556,0.09554774973531466
0,0.029425100889231816,0.10449945313926656,0.0978637308017429
0,0.44775083369203006,0.25336630220792306,0.24948410746087238
0,0.33198782571207947,0.12437626344641013,0.13943610275177507
0,0.3476721602710846,0.11382004347278288,0.11620919764521437
1,0.3636940570253415,0.5245894144529637,0.5282811455945517
1,0.24624638239299837,0.10235406982015291,0.07382330855866066
1,0.48252691566802774,0.35021894723289876,0.3538417466645193
0,0.1668416407335155,0.11172577650245846,0.0930931597813148
1,0.2212193685423084,0.7552573323744163,0.7866261329012111
1,0.4134784412858475,0.1319308694589764,0.1351503408880063
0,0.36369405684907297,0.10153185133943773,0.10116592731113258
1,0.3636940568603778,0.107622925939678,0.1232151046661185
0,0.4477508339861433,0.6808987858268063,0.7127169661883418
0,0.33198782582271386,0.10122002461390901,0.09643888645251693
0,0.41347844128586075,0.1319308694589764,0.1351503408880063
0,0.2462463824599614,0.2178820587334261,0.17637075823441953
0,0.4305314357400646,0.13887977596108517,0.1567950856120759
1,0.33198782608115585,0.48366193100912863,0.4691660813236898
0,0.25945326618830733,0.22608575064084988,0.1536856094051029
0,0.4134784414037886,0.5953462161772844,0.6660156781273705
0,0.09051304041450009,0.11694224942394563,0.08172349699676501
0,0.0699752256032266,0.09555766606884562,0.057251682515432896
